Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,PS2,2007,Misc,Hackberry,0,0,0,,,,,"",""
Moto Racer Advance,GBA,2002,Racing,Ubisoft,0.01,0,0,86,10,,,Delphine Software International,E
Judie no Atelier: Guramnat no Renkinjutsushi,PS2,2002,Role-Playing,Gust,0,0,0,,,,,"",""
World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Sports,Misawa,0,0,0,,,,,"",""
BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,0.03,0,0.01,,,7.8,28,Arc System Works,T
Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,0.32,0.25,0.08,78,30,8.7,20,Capcom,T
RIFT,PC,2011,Role-Playing,Unknown,0.44,0.16,0.07,84,59,7.3,561,Trion Worlds,T
NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0.01,72,12,7.8,4,Point of View,E
Tom and Jerry in War of the Whiskers,GC,2003,Fighting,NewKidCo,0.05,0.01,0,,,,,"",""
LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,1.28,0.93,0.22,79,13,8,34,Traveller's Tales,E10+
Outlaw Golf 2,XB,2004,Sports,Global Star,0.15,0.04,0.01,74,41,,,Hypnotix,M
Backyard Hockey,DS,2007,Sports,Atari,0.06,0,0,,,,,Mistic Software,E
Pac-Man World Rally,GC,2006,Racing,Namco Bandai Games,0.06,0.02,0,57,10,7.8,4,Smart Bomb Interactive,E
Littlest Pet Shop: Spring,DS,2009,Simulation,Electronic Arts,0.12,0,0.01,,,,,Electronic Arts,E
Command & Conquer 4: Tiberian Twilight,PC,2010,Strategy,Electronic Arts,0,0.01,0,,,,,"",""
Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.03,0.04,53,55,6.4,229,"Factor 5, SCE/WWS",T
Wand of Fortune: Mirai e no Prologue,PS2,2010,Adventure,Idea Factory,0,0,0,,,,,"",""
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0.03,80,11,7,332,Ubisoft Reflections,T
Serious Sam HD: Gold Edition,PC,2010,Shooter,Devolver Digital,0,0.02,0,,,,,"",""
Ephemeral Fantasia,PS2,2000,Role-Playing,Konami Digital Entertainment,0.04,0.03,0.01,48,16,6.3,39,KCEJ,T
Indy 500,2600,,Racing,Atari,0.26,0.01,0,,,,,"",""
Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0.04,48,50,5,53,GRIN,T
The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0.01,85,55,8.2,21,Rockstar Toronto,M
SpongeBob's Surf & Skate Roadtrip,DS,2011,Action,THQ,0.1,0.01,0.01,,,,,"",""
Amagami,PSP,2011,Adventure,Kadokawa Shoten,0,0,0,,,,,"",""
Skylanders Giants,X360,2012,Action,Activision,0.75,0.44,0.11,80,35,6.6,38,Toys for Bob,E10+
Minna no Chizu,PSP,2006,Misc,Zenrin,0,0,0,,,,,"",""
Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.25,82,50,7.9,135,Volition Inc.,M
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.19,0.05,79,51,7.8,19,EA Sports,E
Pirates: Legend of the Black Buccaneer,PS2,2006,Adventure,10TACLE Studios,0.01,0.01,0,42,4,7,5,WideScreen Games,T
Remington Super Slam Hunting: North America,Wii,2010,Sports,Mastiff,0.17,0,0.01,,,,,Jack of All Games,T
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0,0.05,0,63,11,5.4,52,Gaming Minds Studios,T
FIFA Soccer 09,DS,2008,Sports,Electronic Arts,0.12,0.31,0.06,84,5,6.1,31,EA Canada,E
Ben 10: Alien Force,DS,2008,Action,Koch Media,0.65,0.22,0.09,,,2.8,4,Monkey Bar Games,E
Super Robot Taisen α Gaiden,PS,2001,Strategy,Banpresto,0,0,0.04,,,,,"",""
Genkai Tokki: Moero Crystal,PSV,2015,Role-Playing,Compile Heart,0,0,0,,,,,"",""
Renai Revenge,PSV,2015,Adventure,TGL,0,0,0,,,,,"",""
Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.03,55,14,8.2,16,Omega Force,T
Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.04,0.04,0,,,8.3,14,Bullfrog Productions,E
Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009,Adventure,Arc System Works,0,0,0,,,,,"",""
Disney Infinity 3.0,PS4,2015,Action,Disney Interactive Studios,0.24,0.37,0.12,,,,,"",""
Bratz Kidz,Wii,2008,Misc,Game Factory,0.16,0,0.01,,,,,EKO Software,E
Pro Cast Sports Fishing,XB,2003,Sports,Capcom,0.02,0.01,0,49,12,,,Capcom,E
NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,0.16,0.13,0.04,66,21,8.8,6,SNK Playmore,T
Wheel of Fortune,N64,1997,Misc,Take-Two Interactive,0.2,0.05,0,,,,,"",""
Death Trap,2600,1982,Action,Avalon Interactive,0.15,0.01,0,,,,,"",""
Demigod,PC,2009,Strategy,Atari,0,0.02,0,76,50,7.9,183,Gas Powered Games,T
Steins;Gate,PSV,2013,Adventure,PQube,0.04,0.04,0.02,83,16,9.2,87,5pb,M
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,0.1,0.04,0,71,5,5.5,6,TOSE,E10+
Dorabase 2: Nettou Ultra Stadium,DS,2009,Sports,Namco Bandai Games,0,0,0,,,,,"",""
Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision,0.17,0,0.01,,,,,Activision,E
Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009,Adventure,Ubisoft,0.07,0.08,0.02,,,,,"",""
Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.01,62,54,6.6,28,Konami,M
CID The Dummy,Wii,2009,Platform,Oxygen Interactive,0.02,0,0,31,7,,,Twelve Games,E10+
Saturday Night Slam Masters,SNES,1994,Fighting,Capcom,0,0,0,,,,,"",""
NHL Breakaway 99,N64,1998,Sports,Acclaim Entertainment,0.07,0.01,0,,,,,"",""
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Misc,Konami Digital Entertainment,0,0.08,0.01,,,,,"",""
Order of War,PC,2009,Strategy,Square Enix,0,0.01,0,69,39,7.3,73,Wargaming.net,T
Dragon Ball: Origins 2,DS,2010,Action,Namco Bandai Games,0.05,0.01,0.01,70,22,,,Game Republic,T
Mario Tennis,N64,2000,Sports,Nintendo,0.78,0.4,0.07,,,,,"",""
Emergency 2012,DS,2010,Simulation,Rondomedia,0,0.01,0,,,,,"",""
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0,0,0,,,,,"",""
Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,Namco Bandai Games,0,0,0,,,,,"",""
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005,Misc,Sega,0,0,0,,,,,"",""
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0.04,80,42,8.2,30,EA Canada,E
Pride FC: Fighting Championships,PS2,2003,Fighting,THQ,0.15,0.11,0.04,73,19,8.6,7,Anchor,M
NBA 2K2,GC,2002,Sports,Sega,0.09,0.02,0,90,13,8,4,Visual Concepts,E
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.22,0.01,0.02,77,41,7.2,25,Square Enix,E10+
Puyo Puyo! 15th Anniversary,PSP,2007,Puzzle,Sega,0,0,0,,,,,"",""
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,2008,Adventure,Spike,0,0,0,,,,,"",""
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,0.81,0.28,0.14,84,56,7.3,147,Capcom,T
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.02,0.01,0.01,,,7,29,Vanillaware,T
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0,,,,,"",""
The Activision Decathlon,2600,1982,Sports,Activision,0.52,0.03,0.01,,,,,"",""
NHL 07,X360,2006,Sports,Electronic Arts,0.25,0,0.02,79,49,5.3,167,EA Sports,E10+
Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.12,0.03,63,55,7.8,528,Mercury Steam,M
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,Action,Idea Factory International,0.02,0.01,0.01,,,,,"",""
Peppa Pig: Theme Park Fun,DS,2011,Misc,P2 Games,0,0.27,0.04,,,,,"",""
GT Advance 2: Rally Racing,GBA,2001,Racing,THQ,0.08,0.03,0,77,12,6,4,MTO,E
Kung Zhu,DS,2010,Action,Activision,0.26,0,0.02,,,,,"",""
Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,0.69,0.37,0.24,74,36,8.5,38,Team Fusion,E
Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.31,85,56,7.9,417,Intelligent Systems,E
Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0,0.02,0,82,46,6.5,565,Obsidian Entertainment,T
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0,77,51,8.1,37,Headfirst Productions,M
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0,0.02,0,87,52,8.2,275,Ironclad Games,T
Gunship,PS,1996,Simulation,Microprose,0.15,0.1,0.02,,,,,"",""
Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0,74,36,6.6,5,Q Entertainment,E
FIFA Soccer 2003,XB,2002,Sports,Electronic Arts,0.2,0.4,0.04,88,11,7.7,11,EA Canada,E
Rabbids Party Collection,Wii,2010,Misc,Ubisoft,0,0.16,0.02,,,,,"",""
Legends of Wrestling II,GC,2002,Fighting,Acclaim Entertainment,0.09,0.02,0,59,14,,,Acclaim,T
Disruptor,PS,1995,Shooter,Interplay,0.07,0.05,0.01,,,,,"",""
The Cursed Crusade,PS3,2011,Action,DTP Entertainment,0.07,0.06,0.03,45,17,5,26,Kylotonn,M
Spider-Man 3,PSP,2007,Platform,Activision,0.01,0.23,0.05,52,7,7.4,9,Treyarch,T
Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008,Simulation,Creative Core,0,0,0,,,,,"",""
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005,Action,Konami Digital Entertainment,0.15,0,0,,,,,"",""
LMA Manager 2007,X360,2006,Sports,Codemasters,0,0.01,0,,,,,"",""
The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0,86,30,8.5,1660,CD Projekt Red Studio,M
Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,0.07,0.07,0.01,,,,,"",""
Virtua Cop 2,SAT,1996,Shooter,Sega,0,0,0,,,,,"",""
SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,0.15,0.03,0.01,,,,,"",""
Theatre Of War,PC,2007,Strategy,Kalypso Media,0,0.01,0,66,13,6.2,21,"Battlefront.com, 1C, 1C Company",T
Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,0.08,0,0.02,73,10,8.4,108,Sega,T
Breakout,PS,1999,Puzzle,Hasbro Interactive,0.06,0.04,0.01,,,,,Supersonic Software,E
Discworld,PS,1994,Adventure,Psygnosis,0.04,0.02,0,,,,,"",""
SingStar R&B,PS2,2007,Misc,Sony Computer Entertainment,0,0.05,0.6,,,,,"",""
Accel World: Ginyoku no Kakusei,PSP,2012,Adventure,Namco Bandai Games,0,0,0,,,,,"",""
BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0,,,,,"",""
Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0,0,0,,,,,"",""
Busy Scissors,DS,2010,Simulation,Little Orbit,0.06,0,0,,,,,Little Orbit,E
MotoGP 14,PSV,2014,Racing,Milestone S.r.l.,0,0.01,0,,,7.5,4,Milestone S.r.l,E
Ar tonelico 2: Melody of Metafalica,PS2,2007,Role-Playing,Nippon Ichi Software,0.04,0.03,0.01,,,,,"",""
Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,Role-Playing,Capcom,0.16,0.06,0,,,,,"",""
The Hidden,3DS,,Adventure,Unknown,0.08,0,0.01,,,4.2,5,1st Playable Productions,E10+
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,Sega,0,0,0,,,,,"",""
Crushed Baseball,GBA,2004,Sports,Summitsoft,0.03,0.01,0,,,,,Griptonite Games,E
Spy Hunter: Nowhere To Run,PS2,2006,Racing,Midway Games,0.01,0.01,0,51,21,6,6,Terminal Reality,T
Top Gun: Combat Zones,GBA,2004,Simulation,Mastiff,0.07,0.03,0,,,,,"",""
New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,3.66,3.14,0.63,78,70,7.2,424,Nintendo,E
Agatha Christie: Death on the Nile,PC,2008,Adventure,Big Fish Games,0,0.01,0,,,,,Oberon Media,T
Toukiden: The Age of Demons,PSV,2013,Action,Tecmo Koei,0.04,0.04,0.02,71,44,8,136,Omega Force,T
Mission: Impossible - Operation Surma,GBA,2003,Platform,Atari,0.03,0.01,0,42,16,,,M4 Limited,T
Egg Mania: Eggstreme Madness,XB,2002,Puzzle,Kemco,0.01,0,0,58,7,,,HotGen,E
Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.09,0.07,0.02,68,37,8,5,BottleRocket Entertainment,M
Super Bomberman 4,SNES,1996,Puzzle,Hudson Soft,0,0,0,,,,,"",""
Ore no Shikabane o Koete Yuke,PSP,2011,Role-Playing,Sony Computer Entertainment,0,0,0,,,,,"",""
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment,1.64,0.36,0.07,,,,,"",""
Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,1.6,0.46,0.03,,,,,"",""
Harry Potter and the Chamber of Secrets,GC,2002,Action,Electronic Arts,0.53,0.14,0.02,77,14,8.3,27,Eurocom Entertainment Software,E
Outlaw Golf,XB,2002,Sports,TDK Mediactive,0.22,0.06,0.01,72,23,6.9,9,Simon & Schuster,T
The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.37,0.22,0.03,72,6,9.2,25,Griptonite Games,E
SpongeBob's Truth or Square (US sales),PSP,2009,Action,THQ,0.39,0,0,,,,,"",""
Parasite Eve II,PS,1999,Role-Playing,SquareSoft,0.32,0.22,0.04,79,14,9,77,SquareSoft,M
Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo,0,0,0,,,,,"",""
Evolution Worlds,GC,2002,Role-Playing,Ubisoft,0.06,0.02,0,63,20,8,10,Sting,E
Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0,0,0,55,20,7.3,7,Omega Force,T
Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0.36,0.12,0.05,,,5.1,235,BioWare,M
Avatar: The Last Airbender,DS,2006,Adventure,THQ,0.3,0.01,0.03,64,9,6.4,7,TOSE,E
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Fighting,Namco Bandai Games,0.14,0,0.01,60,15,6.2,10,Racjin,T
Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.02,71,35,8.2,106,PlatinumGames,M
Minna no Golf Jou Vol.1,PSP,2007,Sports,Sony Computer Entertainment,0,0,0,,,,,"",""
To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,0,0,0,,,,,"",""
Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.21,,,,,"",""
Casper's Scare School: Spooky Sports Day,DS,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,,,,,The Code Monkeys,E
Kawasaki Quad Bikes,Wii,2007,Racing,Data Design Interactive,0.07,0.01,0.01,,,,,Data Design Interactive,E
Dynamite Headdy,GEN,1993,Platform,Sega,0,0,0,,,,,"",""
Home Run King,GC,2002,Sports,Sega,0.09,0.02,0,66,18,,,Wow Entertainment,E
Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Platform,Sony Computer Entertainment,1.27,0.05,0.02,,,,,"",""
Konductra,DS,2006,Puzzle,O3 Entertainment,0.02,0,0,60,14,,,oeFun,E
WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,0.92,0,1.41,71,11,7.2,31,Yuke's,T
Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment,0.02,0.01,0,,,,,"",""
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011,Action,THQ,0.07,0.03,0.01,,,,,"",""
Parasite Eve,PS,1998,Role-Playing,SquareSoft,0.94,0.07,0.04,81,17,8.9,89,SquareSoft,M
Enclave,XB,2002,Adventure,Swing! Entertainment,0.11,0.03,0.01,66,28,8.4,13,Starbreeze,M
LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.61,0.15,79,59,7.2,114,TT Games,E10+
Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,0.35,0.12,0.08,75,69,8.3,343,Sanzaru Games,E10+
Madden NFL 2004,GC,2003,Sports,Electronic Arts,0.4,0.1,0.01,94,19,7.7,17,EA Tiburon,E
Pro Evolution Soccer 2013,PSP,2012,Sports,Konami Digital Entertainment,0,0.07,0.03,,,,,Konami,E
C: The Contra Adventure,PS,1998,Shooter,Konami Digital Entertainment,0.04,0.02,0,,,,,"",""
Turok,PS3,2008,Action,Touchstone,0.35,0.21,0.1,67,38,6,39,Propaganda Games,M
Breakdown,XB,2004,Adventure,Electronic Arts,0.09,0.03,0,71,62,8.2,17,Namco,M
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.06,0.05,0.02,,,,,Phoenix Games Studio,E
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.48,93,86,8.2,3943,"Kojima Productions, Moby Dick Studio",M
Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Misc,Nippon Columbia,0,0,0,,,,,"",""
SD Gundam G Generation: Overworld,PSP,2012,Strategy,Namco Bandai Games,0,0,0,,,,,"",""
Cars: Mater-National Championship,PS3,2007,Racing,THQ,0.37,0.01,0.03,63,8,4.8,4,Rainbow Studios,E
Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.04,0.02,0.01,,,7,9,Vicious Cycle,E10+
Sailor Moon,SNES,1993,Action,Namco Bandai Games,0,0,0,,,,,"",""
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,Role-Playing,Atlus,0,0,0.01,,,,,"",""
Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0,0.02,0,79,22,7.9,130,Gearbox Software,M
Metal Max 2 Reloaded,DS,2011,Role-Playing,Unknown,0,0,0,,,,,"",""
Diary Girl,DS,2008,Misc,Konami Digital Entertainment,0.01,0,0,,,,,Konami,E
Point Blank 3,PS,2000,Shooter,Namco Bandai Games,0.01,0.01,0,78,5,8.4,5,Tose Software,T
Resistance: Retribution,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.35,0.21,81,67,8.1,84,Sony Bend,M
The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0.04,83,6,8.4,259,Telltale Games,M
True Pinball,PS,1996,Misc,Ocean,0.02,0.01,0,,,,,"",""
Hannah Montana: Rock Out the Show,PSP,2009,Misc,Disney Interactive Studios,0.13,0.01,0.02,,,,,"",""
Open Season,Wii,2006,Platform,Ubisoft,0.06,0,0.01,49,5,5.6,7,Ubisoft,E10+
PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,D3Publisher,0.07,0,0.01,69,34,,,Now Production,E
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,0.41,0.45,0.17,79,60,8.2,201,CyberConnect2,T
Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games,0.16,0.05,0.03,68,9,7.1,25,Radical Entertainment,E10+
Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0.03,56,12,8.6,17,Artificial Mind and Movement,E10+
SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0,0.02,0.12,,,,,"",""
Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0.01,72,13,7.8,50,Larian Studios,M
Monster House,GC,2006,Adventure,THQ,0.11,0.03,0,60,18,,,Artificial Mind and Movement,E10+
Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.21,0.12,0.05,70,30,6.8,19,Ubisoft,T
Rock Band 4,PS4,2015,Misc,Harmonix Music Systems,0.26,0.05,0.07,78,51,6.3,87,Harmonix Music Systems,T
FIFA Soccer 13,PC,2012,Action,Electronic Arts,0.02,0.31,0.07,86,7,6.6,286,Electronic Arts,E
Double Dragon Advance,GBA,2003,Action,Atlus,0.03,0.01,0,75,21,8.4,5,Million,T
The Incredibles: Rise of the Underminer,GC,2005,Action,THQ,0.12,0.03,0,67,7,6.6,7,Heavy Iron Studios,E10+
Kill.Switch,PS2,2003,Shooter,Sony Computer Entertainment,0.34,0.27,0.09,73,33,8.3,19,Namco,T
Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0.02,0.02,0.01,93,5,7.9,83,Vanillaware,T
Buck Fever,Wii,2009,Sports,Destineer,0.13,0,0.01,,,,,Destineer,T
Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0,71,41,7.6,20,Darkworks,M
F1 2010,PC,2010,Racing,Codemasters,0,0.05,0.01,84,15,6.6,99,Codemasters Birmingham,E
NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0,0.02,68,24,7,5,SCEA,E
Test Drive: Eve of Destruction,XB,2004,Racing,Atari,0.07,0.02,0,72,28,8.7,7,Monster Games Inc.,T
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006,Sports,Konami Digital Entertainment,0.08,0.9,0,,,,,"",""
Dr. Muto,XB,2002,Platform,Midway Games,0.04,0.01,0,70,13,,,Midway,T
Fracture,PS3,2008,Shooter,LucasArts,0.11,0.04,0.02,62,40,5.8,18,Day 1 Studios,T
TimeShift,PS3,2007,Shooter,Vivendi Games,0.14,0,0.01,70,16,6.3,27,Saber Interactive,M
Battle of Giants: Dragons,DS,2009,Strategy,Ubisoft,0.3,0.25,0.06,,,6,4,Ubisoft Quebec,E10+
Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation,0,0,0,,,,,"",""
The Bombing Islands,PS,1997,Platform,Kemco,0.08,0.05,0.01,,,,,"",""
The Walking Dead: Season One,PS4,2014,Adventure,Telltale Games,0.12,0.25,0.07,,,,,"",""
Sesame Street: Elmo's A-to-Zoo Adventure,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.35,0,0.02,,,,,Black Lantern Studios,EC
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.29,0.06,79,50,6.3,268,Square Enix,T
Defender,GC,2002,Misc,Midway Games,0.08,0.02,0,66,14,,,Inevitable Entertainment,T
WWE WrestleMania 21,XB,2005,Fighting,THQ,0.34,0.1,0.02,56,48,6.9,47,Studio Gigante,T
Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0.18,85,46,6.4,108,EA Tiburon,E
Madagascar: Escape 2 Africa,X360,2008,Action,Activision,0.12,0.1,0.03,62,23,,,Toys for Bob,E10+
Kirby's Dream Land 2,GB,1995,Platform,Nintendo,0.69,0.14,0.05,,,,,"",""
Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010,Misc,Alchemist,0,0,0,,,,,"",""
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,Success,0,0,0,,,,,"",""
Ultimate Spider-Man,DS,2005,Action,Activision,0.14,0,0.01,78,17,7.7,10,Vicarious Visions,E10+
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.29,72,16,8,16,TT Fusion,E10+
NBA Live 08,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.05,73,28,6.8,10,EA Canada,E
Mario Kart DS,DS,2005,Racing,Nintendo,9.71,7.47,1.9,91,64,8.6,464,Nintendo,E
The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.3,0.11,0.01,,,,,"",""
Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0.01,66,19,5.8,9,Terminal Reality,T
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,0.02,0.01,0.01,,,,,"",""
Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,0.17,0,0.01,34,4,7,4,Brash Entertainment,E
SpongeBob: HeroPants,X360,2015,Platform,Activision,0.08,0,0.01,,,3.4,20,Activision,E
Record of Agarest War,PS3,2007,Role-Playing,Ghostlight,0,0.03,0.01,67,7,6.8,34,Compile Heart,T
"Army Men World War: Land, Sea, Air",PS,2000,Action,3DO,0.17,0.12,0.02,,,,,"",""
Aa Megami-samaa,PS2,2007,Adventure,Marvelous Interactive,0,0,0,,,,,"",""
Family Party: Fitness Fun,Wii,2010,Sports,D3Publisher,0.14,0,0.01,,,,,Tamsoft,E10+
Eiken DS,DS,2007,Misc,Rocket Company,0,0,0,,,,,"",""
Middle-Earth: Shadow of Mordor,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0.09,,,3.4,100,Behaviour Interactive,M
Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.51,1.03,0.27,,,,,"Majesco Games, Majesco",T
Jampack Fall 2001,PS,2001,Misc,Sony Computer Entertainment,0.33,0.22,0.04,,,,,"",""
Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.02,0.01,66,8,,,Blitz Games Studios,T
ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.41,0.32,0.11,86,14,8.1,10,Visual Concepts,E
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011,Fighting,Konami Digital Entertainment,0,0,0,,,,,"",""
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,0,0,0,,,,,"",""
Samurai Warriors 3,Wii,2009,Action,Nintendo,0.09,0.02,0.01,55,26,7.2,22,Omega Force,T
Call of Duty: Black Ops II,WiiU,2012,Shooter,Activision,0.2,0.18,0.03,81,31,6.9,228,Treyarch,M
Skate 2,X360,2009,Sports,Electronic Arts,0.82,0.17,0.09,84,70,8,72,EA Black Box,T
Beowulf: The Game,PS3,2007,Action,Ubisoft,0.14,0.01,0.01,51,18,5.2,17,Ubisoft,M
Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.17,68,40,6.6,167,Capcom,M
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.5,76,64,7.9,104,"SCEA, Zindagi Games",E10+
Star Fox 64 3D,3DS,2011,Shooter,Nintendo,0.48,0.27,0.06,81,65,8.2,231,Nintendo,E10+
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,0.26,0,0.02,63,4,5.8,5,Square Enix,T
